"shop_ID" "region" "food_type" "review_n" "taste" "environment" "service" "score_avg" "cost_avg"
"3510196" "五道口" "小吃" 12 22 20 20 3.54 15
"3512206" "五道口" "面包" 75 27 20 24 4.18 33
"3512581" "北太平庄" "小吃" 17 21 20 18 3.11 27
"3519559" "北太平庄" "韩国料理" 9 22 18 20 3.77 23
"3524659" "五道口" "咖啡厅" 8 20 19 18 3.37 48
"3528376" "五道口" "小吃" 13 21 16 17 3.61 3
"3542779" "北太平庄" "火锅" 188 27 25 23 3.91 69
"3558181" "五道口" "火锅" 23 21 17 17 3.39 31
"3560008" "五道口" "其他小吃" 605 26 21 22 3.77 19
"3564865" "五道口" "小吃" 7 20 17 17 2.71 26
"3571345" "五道口" "小吃" 123 23 17 20 3.51 52
"3585532" "五道口" "快餐" 12 18 17 18 2.16 23
"3586045" "五道口" "快餐" 14 20 18 18 3.42 11
"3588841" "五道口" "川菜" 30 23 20 20 3.54 31
"3627871" "五道口" "咖啡厅" 36 22 20 21 3.77 39
"3629299" "北太平庄" "北京菜" 8 23 20 20 3.75 78
"3640993" "北太平庄" "快餐" 29 23 19 19 3.75 25
"3641068" "五道口" "快餐" 20 21 18 19 3.25 12
"3644275" "北太平庄" "火锅" 102 15 15 13 2.68 37
"3646078" "五道口" "快餐" 13 21 16 18 2.84 8
"3656326" "北太平庄" "北京菜" 10 20 17 17 3.3 9
"3658357" "五道口" "川菜" 238 23 21 20 3.6 50
"3678691" "北太平庄" "北京菜" 21 24 22 21 3.66 46
"3679789" "五道口" "其他小吃" 8 22 19 20 3.5 4
"3697444" "北太平庄" "快餐" 21 23 21 18 3.38 14
"3699064" "北太平庄" "小吃" 20 23 20 20 3.65 23
"3699124" "五道口" "川菜" 198 30 20 21 4.02 54
"3703372" "北太平庄" "川菜" 47 23 20 20 3.68 38
"3792187" "五道口" "快餐" 14 23 18 18 3.71 16
"3880321" "北太平庄" "北京菜" 10 21 20 19 3.4 40
"3890668" "北太平庄" "火锅" 7 22 19 18 3.85 47
"3896062" "五道口" "川菜" 36 25 21 21 3.77 42
"3933997" "北太平庄" "小吃" 18 21 15 16 3.44 14
"3986905" "北太平庄" "甜点" 18 22 18 19 3.72 5
"4011499" "北太平庄" "其他小吃" 13 23 19 21 3.76 4
"4013473" "北太平庄" "火锅" 810 26 23 23 3.76 55
"4014679" "北太平庄" "川菜" 23 22 19 19 3.08 46
"4015411" "五道口" "小吃" 34 20 17 15 2.79 31
"4041604" "五道口" "咖啡厅" 15 20 21 21 4.2 30
"4045948" "五道口" "北京菜" 21 21 19 18 3.61 7
"4046875" "北太平庄" "面包" 12 22 18 18 3.5 15
"4047442" "五道口" "火锅" 163 24 21 21 3.79 34
"4068502" "五道口" "火锅" 7 19 17 17 2.71 24
"4076266" "五道口" "其他小吃" 158 20 21 18 3.59 45
"4077361" "北太平庄" "其他小吃" 6 21 17 17 3 10
"4079104" "五道口" "其他小吃" 16 19 15 17 2.87 12
"4079587" "五道口" "小吃" 136 27 22 22 3.91 17
"4084273" "北太平庄" "甜点" 8 21 20 19 3.12 17
"4090006" "北太平庄" "小吃" 14 23 18 19 3.66 14
"4095748" "五道口" "小吃" 17 22 16 19 3.52 14
"4114110" "北太平庄" "小吃" 26 25 15 21 4.3 17
"4117988" "五道口" "韩国料理" 134 21 19 20 3.61 35
"4121488" "五道口" "咖啡厅" 19 20 20 18 3.57 23
"4130490" "五道口" "面包" 81 27 22 21 3.98 24
"4131815" "北太平庄" "小吃" 15 23 20 21 3.66 22
"4171360" "五道口" "火锅" 11 22 20 20 3.54 39
"4173728" "北太平庄" "其他小吃" 90 21 18 18 3.36 20
"4178006" "北太平庄" "快餐" 24 21 18 17 3.45 20
"4182178" "北太平庄" "快餐" 11 21 19 18 3.72 23
"4185093" "五道口" "小吃" 21 22 17 17 3.9 12
"4186549" "五道口" "快餐" 19 21 20 20 3.1 20
"4193036" "北太平庄" "其他小吃" 325 26 15 19 3.57 22
"4197988" "五道口" "北京菜" 9 22 18 18 3.44 31
"4201130" "五道口" "甜点" 8 21 18 19 3.87 4
"4208040" "五道口" "小吃" 9 20 17 17 2.88 21
"4213269" "北太平庄" "北京菜" 12 21 19 19 3.33 36
"4213437" "北太平庄" "小吃" 83 22 21 23 3.6 27
"4220731" "五道口" "韩国料理" 40 21 20 20 2.87 44
"4221563" "北太平庄" "川菜" 571 27 24 24 3.87 50
"4221683" "五道口" "快餐" 45 21 20 18 3.4 18
"4228286" "五道口" "小吃" 208 27 19 22 3.91 19
"4233334" "五道口" "川菜" 35 20 17 17 3.22 40
"4271285" "五道口" "甜点" 29 24 23 24 3.9 10
"4278206" "北太平庄" "韩国料理" 20 23 19 21 3.9 13
"4280520" "五道口" "川菜" 187 26 22 19 3.56 65
"4282592" "北太平庄" "川菜" 174 20 19 16 3.16 39
"4286479" "五道口" "韩国料理" 133 24 21 21 3.55 59
"4288383" "五道口" "火锅" 46 18 20 18 3.3 38
"4289387" "五道口" "小吃" 9 23 19 19 3 41
"4290595" "五道口" "川菜" 25 21 22 20 3.64 51
"4291152" "北太平庄" "川菜" 450 29 26 26 4.03 71
"4294925" "五道口" "其他小吃" 53 26 18 20 3.84 8
"4298800" "北太平庄" "快餐" 10 22 18 19 3.6 14
"4498286" "北太平庄" "韩国料理" 16 21 18 19 3.18 18
"4504628" "五道口" "韩国料理" 225 25 21 20 3.66 55
"4506131" "五道口" "小吃" 53 18 18 16 3.01 21
"4507547" "北太平庄" "小吃" 57 28 21 22 3.91 17
"4509764" "北太平庄" "小吃" 17 23 22 22 3.82 27
"4511054" "五道口" "快餐" 14 20 18 17 3.28 16
"4511950" "北太平庄" "其他小吃" 68 19 18 17 3.26 19
"4512221" "五道口" "川菜" 17 21 19 20 3.41 38
"4515369" "北太平庄" "其他小吃" 6 23 18 19 4.66 5
"4518036" "北太平庄" "小吃" 36 23 17 18 3.41 75
"4520302" "北太平庄" "小吃" 20 19 19 17 3.1 23
"4520865" "北太平庄" "北京菜" 211 25 24 22 3.58 54
"4529819" "北太平庄" "北京菜" 25 21 20 19 2.57 41
"4538135" "北太平庄" "北京菜" 7 21 19 17 3.28 42
"4544485" "北太平庄" "快餐" 9 20 17 18 3.11 13
"4544489" "北太平庄" "甜点" 8 20 17 18 3.14 10
"4545153" "五道口" "韩国料理" 28 21 19 19 3.35 27
"4545908" "五道口" "小吃" 10 21 18 18 3.1 8
"4549513" "北太平庄" "小吃" 7 20 17 17 2.71 25
"4551561" "五道口" "川菜" 51 21 19 19 3.25 43
"4558506" "五道口" "火锅" 11 21 17 18 3.45 70
"4559811" "北太平庄" "韩国料理" 118 24 22 21 3.56 58
"4561572" "北太平庄" "咖啡厅" 12 22 19 19 3.41 44
"4562066" "五道口" "小吃" 30 22 19 18 3.46 63
"4600433" "北太平庄" "川菜" 30 22 19 19 3.22 48
"4600813" "五道口" "面包" 19 25 23 23 4.15 18
"4619851" "五道口" "甜点" 26 26 23 22 4 21
"4621359" "五道口" "火锅" 11 20 16 16 2.9 25
"4621799" "北太平庄" "小吃" 16 21 19 19 3.18 11
"4656143" "五道口" "快餐" 13 20 18 18 3.38 13
"4669453" "北太平庄" "小吃" 248 26 26 23 3.75 28
"4677107" "北太平庄" "川菜" 36 23 17 18 3.43 56
"4693476" "北太平庄" "川菜" 42 22 19 19 3.7 44
"4704424" "五道口" "小吃" 75 19 20 17 3.56 56
"4718368" "五道口" "川菜" 14 19 16 15 2.92 46
"4721923" "五道口" "小吃" 10 23 20 20 4.1 19
"4722164" "五道口" "小吃" 24 23 16 21 3.79 10
"4727410" "五道口" "快餐" 27 22 19 19 3.51 16
"4730717" "北太平庄" "北京菜" 221 25 22 22 3.86 30
"4736707" "北太平庄" "甜点" 20 23 19 21 3.95 6
"4737155" "五道口" "甜点" 29 24 21 21 4.1 8
"4738475" "五道口" "川菜" 14 23 20 21 4.14 41
"4746631" "北太平庄" "火锅" 7 22 19 19 3.42 44
"5101892" "五道口" "面包" 22 20 21 17 3.3 14
"5132856" "北太平庄" "甜点" 44 25 18 22 3.81 6
"5137915" "五道口" "北京菜" 9 22 19 19 3.44 53
"5147897" "五道口" "火锅" 11 19 18 17 2.54 59
"5152933" "北太平庄" "快餐" 6 20 17 17 3.16 28
"5161347" "五道口" "小吃" 112 28 21 22 3.96 13
"5163817" "五道口" "韩国料理" 10 22 18 18 3.63 48
"5171077" "五道口" "甜点" 121 27 28 28 3.99 64
"5172779" "北太平庄" "小吃" 13 20 17 17 2.92 45
"5193969" "五道口" "快餐" 16 22 17 18 3.68 11
"5205271" "五道口" "快餐" 19 21 20 20 3.42 20
"5218144" "五道口" "面包" 9 21 18 19 3.11 13
"5228246" "五道口" "川菜" 65 23 19 18 3.83 42
"5228269" "北太平庄" "小吃" 68 21 19 17 3.01 52
"5228952" "北太平庄" "火锅" 40 24 20 20 3.51 67
"5230648" "五道口" "面包" 9 21 18 20 3.4 44
"5238279" "五道口" "北京菜" 10 22 20 19 3.8 70
"5258196" "北太平庄" "小吃" 13 23 20 20 3.69 35
"5260552" "北太平庄" "小吃" 60 16 17 15 2.55 59
"5262387" "北太平庄" "小吃" 6 21 18 18 2.83 14
"5267656" "北太平庄" "咖啡厅" 36 24 25 24 4.11 68
"5270506" "北太平庄" "小吃" 12 21 19 18 3.61 21
"5271987" "五道口" "甜点" 6 20 18 17 2.83 8
"5282802" "五道口" "韩国料理" 219 26 24 26 4.05 32
"5284183" "五道口" "小吃" 16 20 17 17 3.11 24
"5284421" "五道口" "其他小吃" 7 20 18 17 3.14 21
"5288894" "北太平庄" "火锅" 47 20 21 21 3.36 38
"5306282" "五道口" "韩国料理" 151 25 23 22 3.66 70
"5310424" "北太平庄" "川菜" 7 22 19 19 3.14 33
"5329626" "五道口" "川菜" 505 28 26 26 4.02 53
"5340224" "北太平庄" "咖啡厅" 7 20 19 18 2.71 35
"5350530" "五道口" "咖啡厅" 136 27 28 25 4.18 47
"5355746" "五道口" "火锅" 87 26 23 22 3.8 59
"5355980" "五道口" "韩国料理" 49 21 17 18 3.1 25
"5372029" "北太平庄" "快餐" 10 23 19 19 3.9 15
"5376221" "五道口" "火锅" 25 22 19 20 3.28 32
"5385824" "北太平庄" "其他小吃" 10 21 18 19 3.6 16
"5391526" "北太平庄" "火锅" 11 19 16 16 2.72 35
"5391885" "五道口" "小吃" 20 24 19 20 4 7
"5392187" "北太平庄" "川菜" 68 24 21 23 3.5 42
"5401112" "北太平庄" "快餐" 14 20 17 17 3.07 15
"5436342" "五道口" "甜点" 660 25 21 21 3.69 23
"5456892" "五道口" "咖啡厅" 41 23 23 22 4.07 49
"5469928" "五道口" "其他小吃" 62 24 19 22 3.62 15
"5475629" "五道口" "快餐" 33 21 20 19 3.38 19
"5475833" "五道口" "小吃" 15 24 20 20 3.86 10
"5495879" "五道口" "小吃" 38 19 18 17 2.52 25
"5497660" "北太平庄" "小吃" 12 20 17 17 3 29
"5497994" "五道口" "甜点" 18 24 20 22 4.11 6
"5498653" "五道口" "火锅" 13 21 16 17 2.69 50
"5503217" "五道口" "川菜" 54 22 20 21 3.4 66
"5503233" "五道口" "小吃" 27 24 22 19 3.81 17
"5503576" "五道口" "小吃" 10 22 18 18 3.6 9
"5506525" "北太平庄" "北京菜" 34 23 21 22 3.74 45
"5515867" "北太平庄" "咖啡厅" 66 28 28 25 4 44
"5538276" "五道口" "韩国料理" 103 22 23 21 3.58 49
"5538803" "五道口" "火锅" 117 26 23 24 4 50
"5541482" "五道口" "其他小吃" 52 26 22 23 3.88 29
"5562894" "北太平庄" "川菜" 15 22 18 19 3.53 42
"5566055" "北太平庄" "小吃" 8 23 17 20 3.87 22
"5590214" "五道口" "其他小吃" 94 24 20 22 3.55 13
"5614244" "五道口" "甜点" 7 23 20 20 4.14 9
"5638275" "北太平庄" "川菜" 47 26 24 24 3.93 66
"5650617" "北太平庄" "北京菜" 37 19 18 18 2.78 68
"5650767" "北太平庄" "咖啡厅" 14 22 20 19 3.78 31
"5709433" "北太平庄" "火锅" 146 28 25 26 4.1 59
"5709582" "北太平庄" "小吃" 16 23 18 19 3.64 24
"5718349" "北太平庄" "川菜" 12 21 18 18 3.41 19
"5724311" "五道口" "其他小吃" 64 25 20 20 4.03 25
"5741960" "五道口" "川菜" 24 24 21 19 3.8 46
"5743524" "五道口" "甜点" 13 22 19 20 3.61 9
"5744668" "北太平庄" "火锅" 46 24 24 23 3.82 54
"5860940" "五道口" "韩国料理" 54 23 21 20 3.56 56
"5876469" "五道口" "川菜" 50 18 21 20 3.2 46
"5983552" "五道口" "其他小吃" 546 25 21 23 3.73 20
"5989921" "五道口" "小吃" 14 21 19 19 3.53 36
"6007517" "五道口" "火锅" 98 27 25 26 4.17 58
"6010880" "五道口" "快餐" 8 22 20 19 3.62 16
"6018852" "北太平庄" "甜点" 12 22 18 20 4.16 6
"6021659" "北太平庄" "甜点" 12 23 20 20 4 13
"6025327" "北太平庄" "咖啡厅" 102 26 27 24 3.99 49
"6031650" "北太平庄" "其他小吃" 15 23 19 20 3.86 12
"6031657" "北太平庄" "快餐" 9 21 18 19 3.88 10
"6035895" "五道口" "小吃" 45 21 22 22 3.78 15
"6067225" "五道口" "小吃" 74 22 22 22 3.51 21
"6079985" "北太平庄" "北京菜" 432 29 28 26 4.08 60
"6081941" "五道口" "小吃" 15 24 21 21 3.93 35
"6085042" "五道口" "小吃" 18 23 20 20 3.72 29
"6088616" "五道口" "川菜" 40 23 20 21 3.65 49
"6090447" "北太平庄" "面包" 9 22 19 19 3.77 9
"6106418" "五道口" "韩国料理" 111 27 25 25 4.05 56
"6108712" "北太平庄" "小吃" 35 25 23 25 3.94 46
"6111630" "五道口" "火锅" 9 23 19 20 3.77 41
"6112313" "五道口" "甜点" 56 27 23 24 4.17 14
"6140036" "五道口" "川菜" 11 22 19 20 3.61 30
"6145525" "五道口" "北京菜" 240 27 25 26 3.96 45
"6163411" "北太平庄" "小吃" 26 22 19 20 3.5 13
"6164037" "北太平庄" "甜点" 7 22 19 19 3.71 8
"6197342" "北太平庄" "其他小吃" 13 21 16 17 3.38 12
"6215032" "五道口" "火锅" 44 17 16 16 2.6 34
"6240350" "五道口" "其他小吃" 143 26 21 25 3.86 17
"6242902" "五道口" "咖啡厅" 14 23 22 21 3.92 42
"6266765" "五道口" "甜点" 11 22 20 21 3.91 15
"6447653" "五道口" "甜点" 7 21 19 19 3.42 7
"6967331" "五道口" "面包" 38 26 24 23 4.07 25
"7367064" "五道口" "咖啡厅" 22 25 24 24 4.21 34
"8044737" "五道口" "其他小吃" 15 24 20 22 4.53 13
"8817471" "五道口" "火锅" 70 26 25 24 4.07 49
